,canonical_smiles,ic50_nm,pic50
82,C[C@]1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)Cn2cc([N+](=O)[O-])nc2O1,67.35380015753303,7.1716378959931415
86,CC(C)(C)OC(=O)NCC(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,8709.64,5.059999795537068
87,C[C@H](NC(=O)OC(C)(C)C)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,1737.8,5.760000207113128
88,CCC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,1288.25,5.889999848866887
89,CC(C)C[C@H](NC(=O)OC(C)(C)C)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,1288.25,5.889999848866887
90,CSCC[C@H](NC(=O)OC(C)(C)C)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,8912.51,5.049999969853415
91,CC(C)(C)OC(=O)N[C@@H](CCC(N)=O)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,10964.78,4.96000007768865
92,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,1949.84,5.710001024518514
93,CC(C)(C)OC(=O)N[C@@H](Cc1ccc(OCc2ccccc2)cc1)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,12882.5,4.889999848866887
94,CC(C)(C)OC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,51.29,7.289967300934246
95,CC(C)(C)OC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,56.23,7.250031916490597
96,CC(C)(C)OC(=O)NCCC[C@H](NC(=O)OC(C)(C)C)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,3090.3,5.509999358109048
97,CC(C)(C)OC(=O)NCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,3388.44,5.470000200122707
98,CC(C)(C)OC(=O)N[C@@H](CCCNC(=N)N)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,54.95,7.26003230324049
99,NCC(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,30199.52,4.519999959791458
100,C[C@H](N)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,22908.68,4.639999934172963
101,CCC(C)[C@H](N)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,4786.3,5.32000008377078
102,CC(C)C[C@H](N)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,4786.3,5.32000008377078
103,CSCC[C@H](N)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,9549.93,5.019999811738259
104,NC(=O)CC[C@H](N)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,16982.44,4.769999911123512
105,N[C@@H](Cc1ccccc1)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,3162.28,5.499999678657065
106,N[C@@H](Cc1ccc(O)cc1)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,13803.84,4.860000083248981
107,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,9772.37,5.010000098195094
108,N[C@@H](Cc1c[nH]cn1)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,1862.09,5.7299993321845495
109,NCCC[C@H](N)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,40738.03,4.389999976337708
110,NCCCC[C@H](N)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,7244.36,5.1399999760652255
111,N=C(N)NCCC[C@H](N)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,1148.15,5.940001369850308
112,COC(=O)CNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,15488.17,4.809999893141522
113,COC(=O)[C@H](C)NC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,5888.44,5.229999745811777
114,CC[C@H](C)[C@H](NC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1)C(=O)OC,1621.81,5.790000026071145
115,COC(=O)[C@H](CC(C)C)NC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,2951.21,5.529999886197673
116,COC(=O)[C@H](CCSC)NC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,2290.87,5.639999555020352
117,COC(=O)[C@H](CCC(N)=O)NC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,11481.54,4.939999856829448
118,COC(=O)[C@H](Cc1ccccc1)NC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,8912.51,5.049999969853415
119,COC(=O)[C@H](Cc1ccc(OCc2ccccc2)cc1)NC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,7943.28,5.100000128334196
120,COC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,4168.69,5.380000399499541
121,COC(=O)[C@H](Cc1c[nH]cn1)NC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,69.18,7.160019442321658
122,COC(=O)[C@H](CCCNC(=O)OCc1ccccc1)NC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,5888.44,5.229999745811777
123,COC(=O)[C@H](CCCCNC(=O)OCc1ccccc1)NC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,3162.28,5.499999678657065
124,COC(=O)[C@H](CCCNC(=N)N)NC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,134.9,6.869988050328096
125,NNC(=O)CNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,7079.46,5.149999867728904
126,C[C@H](NC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1)C(=O)NN,3548.13,5.450000476425332
127,CC[C@H](C)[C@H](NC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1)C(=O)NN,6165.95,5.210000001311122
128,CC(C)C[C@H](NC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1)C(=O)NN,2951.21,5.529999886197673
129,CSCC[C@H](NC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1)C(=O)NN,6606.93,5.180000294489514
130,NNC(=O)[C@H](CCC(N)=O)NC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,14125.38,4.849999859991125
131,NNC(=O)[C@H](Cc1ccccc1)NC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,13489.63,4.869999962200743
132,NNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,16595.87,4.779999975777493
133,NNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,8317.64,5.079999880484295
134,NNC(=O)[C@H](Cc1c[nH]cn1)NC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,138.04,6.859995049380551
135,NCCC[C@H](NC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1)C(=O)NN,12302.69,4.909999919094989
136,NCCCC[C@H](NC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1)C(=O)NN,19498.45,4.70999991085297
137,N=C(N)NCCC[C@H](NC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1)C(=O)NN,21.38,7.669992299127241
140,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O,5159.926770319274,5.28735646183634
141,C[C@H](C/C=C\C(C)(C)OO)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C,27300.0,4.5638373529592435
142,O=C(N/N=C/c1ccc(F)cc1)c1ccc(N2CCOCC2)cc1,46644452.52,1.3312000000035191
143,O=C(N/N=C/c1ccc(O)cc1)c1ccc(N2CCOCC2)cc1,766125645.01,0.11570000000215581
144,COc1ccc(/C=N/NC(=O)c2ccc(N3CCOCC3)cc2)cc1,306549067.94,0.5135000000036534
145,CN(C)c1ccc(/C=N/NC(=O)c2ccc(N3CCOCC3)cc2)cc1,188234836.01,0.7253000000007775
146,Cc1ccc(/C=N/NC(=O)c2ccc(N3CCOCC3)cc2)cc1,227509743.08,0.6429999999946685
147,O=C(N/N=C\C=C\c1ccccc1)c1ccc(N2CCOCC2)cc1,817146641.35,0.08769999999827359
148,COc1cc(/C=N/NC(=O)c2ccc(N3CCOCC3)cc2)cc(OC)c1OC,707456921.63,0.15029999999868635
150,O=C(N/N=C1\C=CCO1)c1ccc(N2CCOCC2)cc1,126020152.26,0.8995599999975316
151,O=C(N/N=C/c1cccc([N+](=O)[O-])c1)c1ccc(N2CCOCC2)cc1,71696837.56,1.1444999999881396
152,O=C(N/N=C/c1ccc(Cl)cc1)c1ccc(N2CCOCC2)cc1,392916258.61,0.4057000000033779
153,COc1ccc(Cn2cnc3c(Cc4ccccc4)nc(Cl)nc32)cc1,20000.0,4.698970004336019
154,COc1ccc(Cn2cnc3c(/C=C/c4ccccc4)nc(Cl)nc32)cc1,8000.0,5.096910013008056
155,C(=C1\OCc2ccccc21)\c1ncnc2c1ncn2Cc1ccccc1,4300.0,5.366531544420414
156,O=C1C(Br)=CC2(C=C1Br)CCNC1=C2C2=NCCc3c[nH]c(c32)C1=O,6800.0,5.167491087293763
157,C/C(=N\Nc1nc(-c2cccs2)cs1)c1ccccn1,161078.78513508115,3.792961654524751
158,C/C(=N\Nc1nc(-c2cccs2)cs1)c1cccnc1,306778.690598245,3.513174810554238
159,COc1ccc(O)c(-c2csc(N/N=C(\C)c3ccccn3)n2)c1,18272.191017837416,4.7382093732876225
160,COc1ccc(CN(C)c2cc(-c3ccco3)ncn2)cc1,18622.478347136537,4.7299625220194805
161,COc1ccc(CN(C)c2cc(-c3ccco3)nc(Cl)n2)cc1,4245.1643030198275,5.372105496347239
162,COc1ccc(CN(C)c2ncnc(-c3ccco3)c2N)cc1,30287.700937952093,4.518733691601303
163,CNc1c(NCc2ccc(OC)cc2)ncnc1-c1ccco1,28998.862600166907,4.537619035761676
164,CCNc1c(NCc2ccc(OC)cc2)ncnc1-c1ccco1,110979.57975732464,3.9547569240471776
165,COc1ccc(CNc2ncnc(-c3ccco3)c2N(C)C)cc1,52407.02377429219,4.280610503436191
166,COc1ccc(CNc2ncnc(-c3ccco3)c2[N+](=O)[O-])cc1,39839.17232587217,4.399689692789514
167,COc1ccc(CN(C)c2ncnc(-c3ccco3)c2[N+](=O)[O-])cc1,16748.007134063388,4.776036862786557
168,COc1ccc(CNc2ncnc(-c3ccco3)c2NC=O)cc1,678.3005488068077,6.168577831551119
169,COc1ccc(CNc2nc([N+](=O)[O-])nc(-c3ccco3)c2NC=O)cc1,1597.4570649569362,5.796570805597019
170,CCc1nc(NCc2ccc(OC)cc2)c(NC=O)c(-c2ccco2)n1,737.8105189078133,6.132055157362056
171,COc1ccc(CNc2nc(OC)nc(-c3ccco3)c2NC=O)cc1,1495.6288131479882,5.8251761767950025
172,COc1ccc(CNc2nc(N(C)C)nc(-c3ccco3)c2NC=O)cc1,29939.386351450285,4.523757105359371
173,COc1ccc(CN(C=O)c2c(-c3ccco3)nc[nH]c2=O)cc1,209022.389986598,3.679807190794147
174,COc1ccc(Cn2cnc(-c3cncnc3-c3ccco3)c2)cc1,186543.02675087177,3.729220980877885
175,COc1ccc(Cn2cncc2-c2cc(-c3ccco3)ncn2)cc1,29485.833260621668,4.530386594683644
176,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O.O=S(=O)(O)O,102.38603337492152,6.98975928205056
177,COc1ccc(Nc2ncnc3c(=N)n(NC(=O)c4ccncc4)cnc23)cc1,4093.8126784606225,5.387872033332552
178,COc1ccc(Nc2ncnc3c(=N)n(NC(=O)c4ccccc4)cnc23)cc1,10609.10731202391,4.97432115764177
179,COc1ccc(Nc2ncnc3c(=N)n(NC(=O)c4ccco4)cnc23)cc1,9433.862265610918,5.025310468743466
180,COc1ccc(Nc2ncnc3c(=N)n(NC(C)=O)cnc23)cc1,142992.38931307092,3.8446870769915535
181,N=c1c2ncnc(Nc3ccccc3)c2ncn1NC(=O)c1ccncc1,11998.939628590957,4.92085713176899
182,N=c1c2ncnc(Nc3ccccc3)c2ncn1NC(=O)c1ccccc1,10213.304157794148,4.990833734372063
183,N=c1c2ncnc(Nc3ccccc3)c2ncn1NC(=O)c1ccco1,9097.76644075799,5.041065216636861
184,CC(=O)Nn1cnc2c(Nc3ccccc3)ncnc2c1=N,152079.5378353301,3.81792921594713
185,N#Cc1ccc(Nc2ncnc3c(=N)n(NC(=O)c4ccncc4)cnc23)cc1,44864.68862080208,4.348095342082993
186,N#Cc1ccc(Nc2ncnc3c(=N)n(NC(=O)c4ccccc4)cnc23)cc1,6459.424614330508,5.189806165898178
187,CC(=O)Nn1cnc2c(Nc3ccc(C#N)cc3)ncnc2c1=N,131432.71019867883,3.8812965366719285
188,N=c1c2ncnc(Nc3ccc(F)cc3)c2ncn1NC(=O)c1ccncc1,2417.9298800334786,5.616556297832605
189,N=c1c2ncnc(Nc3ccc(F)cc3)c2ncn1NC(=O)c1ccccc1,7779.0535662431685,5.109073237966735
190,N=c1c2ncnc(Nc3ccc(F)cc3)c2ncn1NC(=O)c1ccco1,5939.867735295405,5.226223225468451
191,CC(=O)Nn1cnc2c(Nc3ccc(F)cc3)ncnc2c1=N,59687.96282110208,4.224113243535065
192,CCNC(=S)NNC(=O)c1cnccn1,50471.19768107707,4.296956389339798
193,CCCCc1ccc(Oc2ccc(Cl)cc2Cl)c(O)c1,91.0,7.040958607678906
194,CC(C)Cc1ccc(Oc2ccc(Cl)cc2Cl)c(O)c1,96.0,7.017728766960431
195,Oc1cc(Cc2ccccc2)ccc1Oc1ccc(Cl)cc1Cl,51.0,7.292429823902063
196,Oc1cc(CCCc2ccccc2)ccc1Oc1ccc(Cl)cc1Cl,50.0,7.301029995663981
197,Oc1cc(CCc2ccccc2)ccc1Oc1ccc(Cl)cc1Cl,21.0,7.6777807052660805
198,CCCCCc1ccc(Oc2ccccc2)c(O)c1,17.0,7.769551078621726
199,CCCCCCc1ccc(Oc2ccccc2)c(O)c1,11.0,7.958607314841775
200,CCCCCCCCc1ccc(Oc2ccccc2)c(O)c1,5.0,8.301029995663981
201,CCCCCCCCCCCCCCc1ccc(Oc2ccccc2)c(O)c1,150.0,6.823908740944319
202,Cc1ccc(C(=O)N2CCN(c3cccc(Cl)c3)CC2)cc1C,990.0,6.00436480540245
203,Cc1ccc(C(=O)N2CCN(C3c4ccccc4-c4ccccc43)CC2)cc1,400.0,6.3979400086720375
204,O=C(c1ccc2[nH]ccc2c1)N1CCN(C2c3ccccc3-c3ccccc32)CC1,200.0,6.698970004336019
205,O=C(c1ccccc1)N1CCN(C2c3ccccc3-c3ccccc32)CC1,90.0,7.045757490560675
206,CN(Cc1c2ccccc2cc2ccccc12)C(=O)C1CC(=O)N(C2CCCCCCC2)C1,320.0,6.494850021680094
207,CN(C(=O)C1CC(=O)N(C2CCCCCC2)C1)c1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1,360.0,6.443697499232712
208,CN(Cc1c2ccccc2cc2ccccc12)C(=O)C1CC(=O)N(C2CC3CCC2C3)C1,460.0,6.337242168318426
209,O=C(Nc1cc(Br)cc(C(F)(F)F)c1)C1CC(=O)N(C2CCCCC2)C1,850.0,6.070581074285707
210,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COS(=O)(=O)NC(=O)c2ccccc2O)[C@@H](O)[C@H]1O,39900.0,4.399027104313252
212,CCCCCCCC(=O)c1c(O)cc(O)cc1CC(=O)OCC,775431.8379905768,3.110456371526178
213,CCCCCCCC1OC(=O)Cc2cc(O)cc(O)c21,224539.0662048946,3.6487080877956153
214,O=C(NCCNc1ccnc2cc(Cl)ccc12)NC1CCCCC1,23063.927440884258,4.63706673690814
215,O=C(NCCNc1ccnc2cc(Cl)ccc12)Nc1ccccc1,23473.214128527583,4.629427439472041
216,O=C(NCCNc1ccnc2cc(Cl)ccc12)Nc1ccc(Cl)cc1,10659.304640261793,4.97227112558592
217,O=C(NCCNc1ccnc2cc(Cl)ccc12)Nc1ccc(F)cc1,22296.29547050757,4.651767288986143
218,CCOc1ccc(NC(=O)NCCNc2ccnc3cc(Cl)ccc23)cc1,20786.401536115067,4.682220687593648
219,CCCCOc1ccc(NC(=O)NCCNc2ccnc3cc(Cl)ccc23)cc1,4843.541500674462,5.314836974767521
220,O=C(NCCNc1ccnc2cc(Cl)ccc12)Nc1ccc([N+](=O)[O-])cc1,20735.541495706442,4.683284618822914
221,COc1ccc(NC(=O)NCCNc2ccnc3cc(Cl)ccc23)cc1,21572.64588501779,4.666096585412432
222,NCCNc1ccnc2cc(Cl)ccc12,36086.26421460501,4.442658075406821
223,CC[C@@H](CO)NCCN[C@@H](CC)CO,19577.70882073671,4.708238135042277
224,CC(C)CCOc1ccc(NC(=S)Nc2ccc(OCCC(C)C)cc2)cc1,9985.321577281391,5.000637944114267
225,O=C1OC(NCCO)C(Cl)=C1Cl,448988.83187443414,3.347764461481373
226,O=C1OC(NCCCO)C(Cl)=C1Cl,413608.836631145,3.3834101912411234
